Unnamed: 0,ARTIST,SONG_NAME,SONG_LINK,LYRIC
10,Radiohead,Anyone Can Play Guitar,https://songmeanings.com/songs/view/587/,"<div class=""holder lyric-box"">
						Destiny, destiny protect me from the world <br/>
Destiny, hold my hand, protect me from the world <br/>
Here we are, with our running and confusion <br/>
And I don't see no confusion anywhere <br/>
<br/>
And if the world does turn <br/>
And if London burns <br/>
I'll be standing on the beach with my guitar <br/>
I want to be in a band <br/>
When I get to heaven <br/>
Anyone can play guitar and they won't be a nothing anymore <br/>
<br/>
Grow my hair, grow my hair I am Jim Morrison <br/>
Grow my hair, I want to be want to be want to be Jim Morrison <br/>
<br/>
Here we are, with our running and confusion <br/>
And I don't see no confusion anywhere <br/>
<br/>
As if the world does turn <br/>
And if London burns <br/>
I'll be standing on the beach with my guitar <br/>
I want to be in a band <br/>
When I get to heaven <br/>
Anyone can play guitar and they won't be a nothing anymore<br/><br/><br/> </div>"
11,Radiohead,Arpeggi,https://songmeanings.com/songs/view/3530822107858537449/,"<div class=""holder lyric-box"">
						In the deepest ocean<br/>
The bottom of the sea<br/>
Your eyes<br/>
They turn me<br/>
Why should I stay here?<br/>
Why should I stay?<br/>
<br/>
I'd be crazy not to follow<br/>
Follow where you lead<br/>
Your eyes<br/>
They turn me<br/>
<br/>
Turn me on to phantoms<br/>
I follow to the edge of the earth<br/>
And fall off<br/>
Everybody leaves<br/>
If they get the chance<br/>
And this is my chance<br/>
<br/>
I get eaten by the worms<br/>
Weird fishes<br/>
Get towed by the worms<br/>
Weird fishes<br/>
Weird fishes<br/>
Weird fishes<br/>
<br/>
I'll hit the bottom<br/>
Hit the bottom and escape<br/>
Escape<br/>
<br/>
I'll hit the bottom<br/>
Hit the bottom and escape<br/>
Escape<br/><br/><br/> </div>"
12,Radiohead,Backdrifts (Honeymoon Is Over),https://songmeanings.com/songs/view/3530822107858484987/,"<div class=""holder lyric-box"">
						We're rotten fruit<br/>
We're damaged goods<br/>
What the hell, we've got nothing more to lose<br/>
One gust and we will probably crumble<br/>
We're backdrifters<br/>
<br/>
This far but no further<br/>
I'm hanging off a branch<br/>
I'm teetering on the brink of<br/>
Honey sweet<br/>
So full of sleep<br/>
I'm backsliding<br/>
<br/>
You fell into our arms<br/>
You fell into our arms<br/>
We tried but there was nothing we could do<br/>
Nothing we could do<br/>
<br/>
All evidence has been buried<br/>
All tapes have been erased<br/>
But your footsteps give you away<br/>
So you're backtracking<br/>
<br/>
Ah ah ah<br/>
You fell into our arms<br/>
You fell into our arms<br/>
We tried but there was nothing we could do<br/>
Nothing we could do<br/>
You fell into our,<br/>
You fell into a<br/>
<br/>
We're rotten fruit<br/>
We're damaged goods<br/>
What the hell, we've got nothing more to lose<br/>
One gust and we will probably crumble<br/>
We're backdrifters<br/><br/><br/> </div>"
13,Radiohead,Banana Co.,https://songmeanings.com/songs/view/33375/,"<div class=""holder lyric-box"">
						Oh, Banana Co.<br/>
We really love you, and we need you<br/>
And oh, Banana Co.<br/>
We'd really love to believe you<br/>
<br/>
But everything's underground<br/>
We gotta dig it up somehow<br/>
Yeah, yeah<br/>
<br/>
Oh, she said ""No go""<br/>
She said she'd like to, she's seen you<br/>
And oh, Banana Co.<br/>
She knows if you die then we all do<br/>
<br/>
And everything's underground<br/>
We've gotta dig it up somehow<br/>
Yeah, yeah<br/>
<br/>
Everything's burning down<br/>
We gotta put it out somehow<br/>
Yeah, yeah<br/><br/><br/> </div>"
14,Radiohead,Bangers + Mash,https://songmeanings.com/songs/view/3530822107858597841/,"<div class=""holder lyric-box"">
						You bit me, bit me, bit me, ow<br/>
You bit me, bit me, now I want more<br/>
<br/>
Standing in the hall<br/>
Kicking out the wall<br/>
Its all been sent to recover hell<br/>
The bangers and the mash<br/>
The negatives for cash<br/>
You're either in the club, baby, or you're not<br/>
<br/>
Whatever turns you on<br/>
Whatever gets you off<br/>
Chief of police or vice-chancellor<br/>
Lord and lady, blah blah<br/>
The vicar or the judge<br/>
You are dancing to my little red book<br/>
<br/>
Because you bit me, bit me, bit me, ow<br/>
I got the poison, poison, and I want more<br/>
<br/>
If you are on top<br/>
Then it is a long drop<br/>
The pyramid is power<br/>
We're changing the hour<br/>
If you are on the top<br/>
Then it is a long drop<br/>
If you stare into the dark<br/>
The black will stare back<br/>
Back into your soul<br/>
<br/>
The cheque came through<br/>
The cheque came through<br/>
The cheque, cheque, cheque<br/>
<br/>
The cheque came through<br/>
The cheque came through<br/>
The cheque, cheque, cheque<br/>
The cheque came through<br/>
<br/>
I'm taking you down<br/>
I'm taking you down<br/>
I'm taking you down<br/>
When I go down<br/>
I'm taking you down<br/>
I'm taking you down<br/>
I'm standing in the hall<br/>
I'm kicking at the wall<br/>
<br/>
Because you bit me, bit me, bit me, ow<br/>
Poison, I got the poison, I got the poison now<br/>
I got the poison<br/><br/><br/> </div>"
15,Radiohead,Big Ideas (Don't Get Any) (A.K.A. Nude),https://songmeanings.com/songs/view/72654/,"<div class=""holder lyric-box"">
						Don't get any big ideas<br/>
They're not going to happen<br/>
You paint yourself white and feel the noise<br/>
But there'll be something missing<br/>
<br/>
And now that you found it, it's gone<br/>
Now that you feel it, you don't<br/>
You've gone off the rails<br/>
<br/>
She stands stark naked and she beckons you to bed<br/>
Don't go, you'll only want to come back again<br/>
<br/>
So don't get any big ideas<br/>
They're not going to happen<br/>
You'll go to hell for what your dirty mind is thinking<br/>
<br/>
And now that you found it, it's gone<br/>
And now that you feel it, you don't<br/>
You've gone off the rails<br/><br/><br/> </div>"
16,Radiohead,Bishop's Robes,https://songmeanings.com/songs/view/33363/,"<div class=""holder lyric-box"">
						Dressed in Bishop's robes<br/>
Terrifies me still<br/>
In Bishop's robes<br/>
<br/>
Bastard headmaster<br/>
I'm not going back<br/>
I'm not going back<br/>
I'm not going back<br/>
<br/>
Children taught to kill<br/>
To tear themselves to bits<br/>
On playing fields<br/>
<br/>
Dressed in Bishop's robes<br/>
I'm not going back<br/>
I'm not going back<br/>
I'm not going back<br/><br/><br/> </div>"
17,Radiohead,Black Star,https://songmeanings.com/songs/view/579/,"<div class=""holder lyric-box"">
						I get home from work and you're still standing in your dressing gown<br/>
Well what am I to do?<br/>
I know all the things around your head and what they do to you<br/>
What are we coming to?<br/>
What are we gonna do?<br/>
<br/>
Blame it on the black star<br/>
Blame it on the falling sky<br/>
Blame it on the satellite that beams me home<br/>
<br/>
The troubled words of a troubled mind I try to understand what is eating you<br/>
I try to stay awake but its 58 hours since that I last slept with you<br/>
What are we coming to?<br/>
I just don't know anymore<br/>
<br/>
Blame it on the black star<br/>
Blame it on the falling sky<br/>
Blame it on the satellite that beams me home<br/>
<br/>
I get on the train and I just stand about now that I don't think of you<br/>
I keep falling over I keep passing out when I see a face like you<br/>
What am I coming to?<br/>
I'm gonna melt down<br/>
<br/>
Blame it on the black star<br/>
Blame it on the falling sky<br/>
Blame it on the satellite that beams me home<br/>
This is killing me<br/>
This is killing me<br/><br/><br/> </div>"
18,Radiohead,Bloom,https://songmeanings.com/songs/view/3530822107858860822/,"<div class=""holder lyric-box"">
						Open your mouth wide<br/>
A universal sigh<br/>
And while the ocean blooms<br/>
It's what keeps me alive<br/>
So why does this still hurt?<br/>
Don't blow your mind with why<br/>
<br/>
I'm moving out of orbit<br/>
(Turning in somersaults)<br/>
Turning in somersaults<br/>
(A giant turtle's eyes)<br/>
A giant turtle's eyes<br/>
(And jellyfish float by)<br/>
And jellyfish float by<br/>
<br/>
(It's what keeps me alive)<br/><br/><br/> </div>"
19,Radiohead,Blow Out,https://songmeanings.com/songs/view/593/,"<div class=""holder lyric-box"">
						In my mind <br/>
And nailed into my heels <br/>
All the time killin' what I feel <br/>
And everything I touch (all wrapped up in cotton wool) <br/>
(All wrapped up and sugar coated) turns into stone <br/>
And everything I touch (all wrapped up in cotton wool) <br/>
(All wrapped up and sugar coated) turns into stone <br/>
<br/>
I am fused just in case I blow out<br/>
I am glued just because I crack out<br/>
<br/>
Everything I touch turns to stone <br/>
Everything I touch<br/>
(All wrapped up in crinoline, all wrapped up in sugar-coated) turn to stone<br/><br/><br/> </div>"
20,Radiohead,Bodysnatchers,https://songmeanings.com/songs/view/3530822107858593125/,"<div class=""holder lyric-box"">
						I do not<br/>
Understand<br/>
What it is<br/>
I've done wrong<br/>
Full of holes<br/>
Check for pulse<br/>
Blink your eyes<br/>
One for yes<br/>
Two for no<br/>
<br/>
I have no idea what I am talking about<br/>
I'm trapped in this body and can't get out<br/>
Oh, oh<br/>
<br/>
Make a sound<br/>
Move back home<br/>
Pale imitation<br/>
With the edges<br/>
Sawn off<br/>
<br/>
I have no idea what you are talking about<br/>
I'm trapped in this body and can't get out<br/>
Oh, oh<br/>
<br/>
Has the light gone out for you?<br/>
'Cause the light's gone for me<br/>
It is the 21st century<br/>
It is the 21st century<br/>
You can fight it like a dog<br/>
And they brought me to my knees<br/>
They got scared and they put me in<br/>
They got scared and they put me in<br/>
All the lies run around my face<br/>
All the lies run around my face<br/>
And for anyone else to see<br/>
And for anyone else to see<br/>
<br/>
I'm alive<br/>
<br/>
I've seen it coming<br/>
I've seen it coming<br/>
I've seen it coming<br/>
I've seen it coming<br/><br/><br/> </div>"
21,Radiohead,Bones,https://songmeanings.com/songs/view/574/,"<div class=""holder lyric-box"">
						I don't want to be crippled and cracked<br/>
Shoulders and wrists, knees and back<br/>
Ground to dust and ash<br/>
Crawling on all fours<br/>
When you've got to feel it in your bones<br/>
When you've got to feel it in your bones<br/>
Now I can't climb the stairs<br/>
Pieces missing everywhere<br/>
Prozak painkillers<br/>
When you've got to feel it in your bones<br/>
When you've got to feel it in your bones<br/>
I used to fly like Peter Pan<br/>
All the children flew when I touched their hands<br/>
You see, you've got to feel it in your bones<br/>
You see, you've got to feel it in your bones<br/>
Ah-ah<br/><br/><br/> </div>"
22,Radiohead,Bullet Proof...I Wish I Was,https://songmeanings.com/songs/view/578/,"<div class=""holder lyric-box"">
						Limb by limb and tooth by tooth<br/>
Tearing up inside of me<br/>
Every day every hour<br/>
I wish that I was bullet proof<br/>
<br/>
Wax me<br/>
Mould me<br/>
Heat the pins and stab them in<br/>
You have turned me into this<br/>
Just wish that it was bullet proof<br/>
<br/>
So pay the money and take a shot<br/>
Leadfill the hole in me<br/>
I could burst a million bubbles<br/>
All surrogate and bullet proof<br/>
<br/>
And bullet proof<br/>
And bullet proof<br/>
And bullet proof<br/><br/><br/> </div>"
23,Radiohead,Burn the Witch,https://songmeanings.com/songs/view/3530822107858649661/,"<div class=""holder lyric-box"">
						Stay in the shadows<br/>
Cheer at the gallows<br/>
This is a round up<br/>
<br/>
This is a low flying panic attack<br/>
Sing a song on the jukebox that goes<br/>
<br/>
Burn the witch<br/>
Burn the witch<br/>
We know where you live<br/>
<br/>
Red crosses on wooden doors<br/>
And if you float you burn<br/>
Loose talk around tables<br/>
Abandon all reason<br/>
Avoid all eye contact<br/>
Do not react<br/>
Shoot the messengers<br/>
<br/>
This is a low flying panic attack<br/>
Sing the song of sixpence that goes<br/>
<br/>
Burn the witch<br/>
Burn the witch<br/>
We know where you live<br/>
We know where you live<br/><br/><br/> </div>"
24,Radiohead,Burning Bush,https://songmeanings.com/songs/view/3530822107858654029/,"<div class=""holder lyric-box"">
						Rain magic up down America<br/>
And on comes our man<br/>
With a smile that's taken years to fix<br/>
Spreading pestilence and disease <br/>
To those old women <br/>
Who couldn't know no difference<br/>
<br/>
And now I know<br/>
I want to know<br/>
I want to know<br/>
Is this going to be the one<br/>
The one who gets it done?<br/>
Sell me the burning bush<br/>
Tell me I'm burning Bush<br/>
Maybe we should burn Bush<br/>
<br/>
I believe in feeling for the next ones<br/>
The ones who cannot cope<br/>
It's a land full of heart attacks <br/>
Money builds McDonalds and Coca-Cola<br/>
The corporations own the very air that you breath<br/>
<br/>
And I want to know<br/>
I want to know<br/>
I want to know<br/>
Is this going to be the one<br/>
The one who drops the bomb<br/>
The one who gets it done?<br/>
Tell me I'm burning Bush<br/>
Maybe we should burn Bush<br/>
<br/>
I want to know <br/>
I want to know <br/>
I want to know <br/>
Is this going to be the one<br/>
The one who drops the bomb<br/>
The one who gets it done?<br/>
Tell me I'm burning Bush<br/>
Maybe we should burn Bush<br/><br/><br/> </div>"
25,Radiohead,Climbing Up a Bloody Great Hill,https://songmeanings.com/songs/view/3530822107858654037/,"<div class=""holder lyric-box"">
						Shoot it down<br/>
He's got to let something <br/>
Start hitting through the wall<br/>
Dreaming about something<br/>
Means nothing at all<br/>
We'll put him on the TV<br/>
And make lots of videos<br/>
You can smile for the good 80's<br/>
Hope we dont break the shows<br/>
<br/>
All right boys, come on boys, all right boys<br/>
Hey, whoa, climbing up a bloody great hill<br/>
I'm hey, whoa, I'm climbing, I'm up, climbing up, I'm up, up<br/>
<br/>
Everything is fluent <br/>
But everything ain't good<br/>
Why am I so misunderstood?<br/>
<br/>
He's got to know something<br/>
Say, Mr. Radio Man<br/>
Yes, he's got a little something <br/>
Say, Mr. Producer Man<br/>
They want to buy him hooks<br/>
And screaming girls<br/>
Who haven't go a clue<br/>
What it means to be living in<br/>
A horrible, evil little world<br/>
<br/>
Come on, boys<br/>
Hey, whoa, climbing up a bloody great hill<br/>
I'm hey, whoa, I'm climbing, I'm up, climbing up, I'm up, up<br/>
<br/>
Everything is good here <br/>
But everything ain't good<br/>
Why am I so misunderstood?<br/>
<br/>
Why am I so misunderstood, boys and girls?<br/>
<br/>
Hey, whoa, climbing up a bloody great hill<br/>
I'm hey, whoa, I'm climbing, I'm up, climbing up<br/>
<br/>
Everything is fluent <br/>
But everything ain't good<br/>
Why am I so misunder-<br/>
Everything is good here <br/>
But everything ain't good<br/>
Why am I so misunder-<br/>
<br/>
Hey, Mr. Producer Man<br/>
Give me a break, man<br/>
Give me a break, yeah<br/>
Hey, Mr. Producer Man<br/>
I want to be famous <br/>
Something of me<br/>
Some family<br/>
So, uh, uh, uh<br/><br/><br/> </div>"
26,Radiohead,Climbing Up the Walls,https://songmeanings.com/songs/view/561/,"<div class=""holder lyric-box"">
						I am the key to the lock in your house<br/>
That keeps your toys in the basement<br/>
And if you get too far inside<br/>
You'll only see my reflection<br/>
<br/>
It's always best when the light is off<br/>
I am the pick in the ice<br/>
Do not cry out or hit the alarm<br/>
You know we're friends till we die<br/>
<br/>
And either way you turn<br/>
I'll be there<br/>
Open up your skull<br/>
I'll be there<br/>
Climbing up the walls<br/>
<br/>
It's always best when the light is off<br/>
It's always better on the outside<br/>
Fifteen blows to the back of your head<br/>
Fifteen blows to your mind<br/>
<br/>
So lock the kids up safe tonight<br/>
Shut the eyes in the cupboard<br/>
I've got the smell of a local man<br/>
Who's got the loneliest feeling<br/>
<br/>
That either way he turns<br/>
I'll be there<br/>
Open up your skull<br/>
I'll be there<br/>
<br/>
Climbing up the walls<br/>
Climbing up the walls<br/>
Climbing up the walls<br/><br/><br/> </div>"
27,Radiohead,Codex,https://songmeanings.com/songs/view/3530822107858860815/,"<div class=""holder lyric-box"">
						Slight of hand<br/>
Jump off the end<br/>
Into a clear lake<br/>
No one around<br/>
Just dragonflies<br/>
Fantasize<br/>
No one gets hurt<br/>
<br/>
You've done nothing wrong<br/>
Slide your hand<br/>
Jump off the end<br/>
The water's clear<br/>
And innocent<br/>
The water's clear<br/>
And innocent<br/><br/><br/> </div>"
28,Radiohead,Coke Babies,https://songmeanings.com/songs/view/33377/,"<div class=""holder lyric-box"">
						Easy living, easy hold<br/>
Easy teething, easy fold<br/>
Easy listening, easy love<br/>
Easy answers to easy questions<br/>
<br/>
Easy tumble, easy doll<br/>
Easy rumble, easy fall<br/>
I get up on easy love<br/>
I get up on easy questions<br/><br/><br/> </div>"
29,Radiohead,Creep,https://songmeanings.com/songs/view/583/,"<div class=""holder lyric-box"">
						When you were here before<br/>
Couldn't look you in the eye<br/>
You're just like an angel<br/>
Your skin makes me cry<br/>
You float like a feather<br/>
In a beautiful world<br/>
I wish I was special<br/>
You're so fuckin' special<br/>
<br/>
But I'm a creep<br/>
I'm a weirdo<br/>
What the hell am I doing here?<br/>
I don't belong here<br/>
<br/>
I don't care if it hurts<br/>
I wanna have control<br/>
I want a perfect body<br/>
I want a perfect soul<br/>
I want you to notice<br/>
When I'm not around<br/>
You're so fuckin' special<br/>
I wish I was special<br/>
<br/>
But I'm a creep<br/>
I'm a weirdo<br/>
What the hell am I doing here?<br/>
I don't belong here, oh, oh<br/>
<br/>
She's running out the door<br/>
She's running out<br/>
She run, run, run, run<br/>
Run<br/>
<br/>
Whatever makes you happy<br/>
Whatever you want<br/>
You're so fuckin' special<br/>
I wish I was special<br/>
<br/>
But I'm a creep<br/>
I'm a weirdo<br/>
What the hell am I doing here?<br/>
I don't belong here<br/>
I don't belong here<br/><br/><br/> </div>"
30,Radiohead,Cut a Hole,https://songmeanings.com/songs/view/3530822107859429683/,"<div class=""holder lyric-box"">
						Wish that i could come out of your phone<br/>
Superhero powers<br/>
Burst out of the sand<br/>
With a bunch of flowers and<br/>
You just say the word<br/>
<br/>
Apparition comes<br/>
With a long and winning handsome smile<br/>
Wish we could connect<br/>
Step into the void<br/>
<br/>
Off the diving board<br/>
Blend into the light<br/>
Down the cable-lines<br/>
Run under the earth<br/>
<br/>
Re-forming on the wind<br/>
Two places at once<br/>
Taste the air with you<br/>
Undo all the ties<br/>
<br/>
Wish that I could flip one of those eyes<br/>
Lift this all away<br/>
See that stretchy smile<br/>
Go right across your face<br/>
<br/>
Cut a hole <br/><br/><br/> </div>"
